activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
understanding,studying,1535054692650,Fri Aug 24 01:34:52 GMT+05:30 2018,1535055419946,Fri Aug 24 01:46:59 GMT+05:30 2018,727296,12 min
other personal tasks,Personal Tasks,1535055419946,Fri Aug 24 01:46:59 GMT+05:30 2018,1535055490074,Fri Aug 24 01:48:10 GMT+05:30 2018,70128,1 min
internet time waste,Wasted Time,1535055490074,Fri Aug 24 01:48:10 GMT+05:30 2018,1535059091653,Fri Aug 24 02:48:11 GMT+05:30 2018,3601579,1 h 
wasting time ,Wasted Time,1535059091653,Fri Aug 24 02:48:11 GMT+05:30 2018,1535059811844,Fri Aug 24 03:00:11 GMT+05:30 2018,720191,12 min
internet time waste,Wasted Time,1535059811844,Fri Aug 24 03:00:11 GMT+05:30 2018,1535063299794,Fri Aug 24 03:58:19 GMT+05:30 2018,3487950,58 min
understanding,studying,1535063299794,Fri Aug 24 03:58:19 GMT+05:30 2018,1535063899794,Fri Aug 24 04:08:19 GMT+05:30 2018,600000,10 min
wasting time ,Wasted Time,1535063899794,Fri Aug 24 04:08:19 GMT+05:30 2018,1535064684171,Fri Aug 24 04:21:24 GMT+05:30 2018,784377,13 min
Sleep,Rest,1535064684171,Fri Aug 24 04:21:24 GMT+05:30 2018,1535076239905,Fri Aug 24 07:33:59 GMT+05:30 2018,11555734,3 h 12 min
morning routine,Chores,1535076239905,Fri Aug 24 07:33:59 GMT+05:30 2018,1535077139905,Fri Aug 24 07:48:59 GMT+05:30 2018,900000,15 min
classes,Work,1535077139905,Fri Aug 24 07:48:59 GMT+05:30 2018,1535097959905,Fri Aug 24 13:35:59 GMT+05:30 2018,20820000,5 h 47 min
Commute,Transport,1535097959905,Fri Aug 24 13:35:59 GMT+05:30 2018,1535099748201,Fri Aug 24 14:05:48 GMT+05:30 2018,1788296,29 min
Eating,Eating,1535099748201,Fri Aug 24 14:05:48 GMT+05:30 2018,1535101188201,Fri Aug 24 14:29:48 GMT+05:30 2018,1440000,24 min
Commute,Transport,1535101188201,Fri Aug 24 14:29:48 GMT+05:30 2018,1535101313461,Fri Aug 24 14:31:53 GMT+05:30 2018,125260,2 min
internet time waste,Wasted Time,1535101313461,Fri Aug 24 14:31:53 GMT+05:30 2018,1535101493461,Fri Aug 24 14:34:53 GMT+05:30 2018,180000,3 min
other personal tasks,Personal Tasks,1535101493461,Fri Aug 24 14:34:53 GMT+05:30 2018,1535101867862,Fri Aug 24 14:41:07 GMT+05:30 2018,374401,6 min
sleeping in the day,Rest,1535101867862,Fri Aug 24 14:41:07 GMT+05:30 2018,1535116294187,Fri Aug 24 18:41:34 GMT+05:30 2018,14426325,4 h 
planning,Personal Tasks,1535116294187,Fri Aug 24 18:41:34 GMT+05:30 2018,1535117990297,Fri Aug 24 19:09:50 GMT+05:30 2018,1696110,28 min
qns,studying,1535117990297,Fri Aug 24 19:09:50 GMT+05:30 2018,1535121095828,Fri Aug 24 20:01:35 GMT+05:30 2018,3105531,51 min
Eating,Eating,1535121095828,Fri Aug 24 20:01:35 GMT+05:30 2018,1535122101708,Fri Aug 24 20:18:21 GMT+05:30 2018,1005880,16 min
Commute,Transport,1535122101708,Fri Aug 24 20:18:21 GMT+05:30 2018,1535122230907,Fri Aug 24 20:20:30 GMT+05:30 2018,129199,2 min
qns,studying,1535122230907,Fri Aug 24 20:20:30 GMT+05:30 2018,1535127064840,Fri Aug 24 21:41:04 GMT+05:30 2018,4833933,1 h 20 min
Break,Health,1535127064840,Fri Aug 24 21:41:04 GMT+05:30 2018,1535127364840,Fri Aug 24 21:46:04 GMT+05:30 2018,300000,5 min
internet time waste,Wasted Time,1535127364840,Fri Aug 24 21:46:04 GMT+05:30 2018,1535127782025,Fri Aug 24 21:53:02 GMT+05:30 2018,417185,6 min
qns,studying,1535127782025,Fri Aug 24 21:53:02 GMT+05:30 2018,1535128622025,Fri Aug 24 22:07:02 GMT+05:30 2018,840000,14 min
internet time waste,Wasted Time,1535128622025,Fri Aug 24 22:07:02 GMT+05:30 2018,1535132972501,Fri Aug 24 23:19:32 GMT+05:30 2018,4350476,1 h 12 min
understanding,studying,1535132972501,Fri Aug 24 23:19:32 GMT+05:30 2018,1535133656357,Fri Aug 24 23:30:56 GMT+05:30 2018,683856,11 min
qns,studying,1535133656357,Fri Aug 24 23:30:56 GMT+05:30 2018,1535136476357,Sat Aug 25 00:17:56 GMT+05:30 2018,2820000,47 min
wasting time ,Wasted Time,1535136476357,Sat Aug 25 00:17:56 GMT+05:30 2018,1535137039174,Sat Aug 25 00:27:19 GMT+05:30 2018,562817,9 min
planning,Personal Tasks,1535137039174,Sat Aug 25 00:27:19 GMT+05:30 2018,1535137279174,Sat Aug 25 00:31:19 GMT+05:30 2018,240000,4 min
other personal tasks,Personal Tasks,1535137279174,Sat Aug 25 00:31:19 GMT+05:30 2018,1535137639174,Sat Aug 25 00:37:19 GMT+05:30 2018,360000,6 min
motivation,Health,1535137639174,Sat Aug 25 00:37:19 GMT+05:30 2018,1535138054053,Sat Aug 25 00:44:14 GMT+05:30 2018,414879,6 min
wasting time ,Wasted Time,1535138054053,Sat Aug 25 00:44:14 GMT+05:30 2018,1535139110116,Sat Aug 25 01:01:50 GMT+05:30 2018,1056063,17 min
Sleep,Rest,1535139110116,Sat Aug 25 01:01:50 GMT+05:30 2018,1535159724345,Sat Aug 25 06:45:24 GMT+05:30 2018,20614229,5 h 43 min
morning routine,Chores,1535159724345,Sat Aug 25 06:45:24 GMT+05:30 2018,1535160578622,Sat Aug 25 06:59:38 GMT+05:30 2018,854277,14 min
morning routine,Chores,1535160578622,Sat Aug 25 06:59:38 GMT+05:30 2018,1535161358622,Sat Aug 25 07:12:38 GMT+05:30 2018,780000,13 min
qns,studying,1535161358622,Sat Aug 25 07:12:38 GMT+05:30 2018,1535163561385,Sat Aug 25 07:49:21 GMT+05:30 2018,2202763,36 min
classes,Work,1535163561385,Sat Aug 25 07:49:21 GMT+05:30 2018,1535183336659,Sat Aug 25 13:18:56 GMT+05:30 2018,19775274,5 h 29 min
Commute,Transport,1535183336659,Sat Aug 25 13:18:56 GMT+05:30 2018,1535184776659,Sat Aug 25 13:42:56 GMT+05:30 2018,1440000,24 min
Eating,Eating,1535184776659,Sat Aug 25 13:42:56 GMT+05:30 2018,1535185998748,Sat Aug 25 14:03:18 GMT+05:30 2018,1222089,20 min
Commute,Transport,1535185998748,Sat Aug 25 14:03:18 GMT+05:30 2018,1535186298748,Sat Aug 25 14:08:18 GMT+05:30 2018,300000,5 min
morning routine,Chores,1535186298748,Sat Aug 25 14:08:18 GMT+05:30 2018,1535186432156,Sat Aug 25 14:10:32 GMT+05:30 2018,133408,2 min
sleeping in the day,Rest,1535186432156,Sat Aug 25 14:10:32 GMT+05:30 2018,1535197639864,Sat Aug 25 17:17:19 GMT+05:30 2018,11207708,3 h 6 min
other personal tasks,Personal Tasks,1535197639864,Sat Aug 25 17:17:19 GMT+05:30 2018,1535197823816,Sat Aug 25 17:20:23 GMT+05:30 2018,183952,3 min
planning,Personal Tasks,1535197823816,Sat Aug 25 17:20:23 GMT+05:30 2018,1535198663816,Sat Aug 25 17:34:23 GMT+05:30 2018,840000,14 min
other personal tasks,Personal Tasks,1535198663816,Sat Aug 25 17:34:23 GMT+05:30 2018,1535199137574,Sat Aug 25 17:42:17 GMT+05:30 2018,473758,7 min
wasting time ,Wasted Time,1535199137574,Sat Aug 25 17:42:17 GMT+05:30 2018,1535200097574,Sat Aug 25 17:58:17 GMT+05:30 2018,960000,16 min
qns,studying,1535200097574,Sat Aug 25 17:58:17 GMT+05:30 2018,1535204258995,Sat Aug 25 19:07:38 GMT+05:30 2018,4161421,1 h 9 min
qns,studying,1535204258995,Sat Aug 25 19:07:38 GMT+05:30 2018,1535206513615,Sat Aug 25 19:45:13 GMT+05:30 2018,2254620,37 min
Break,Health,1535206513615,Sat Aug 25 19:45:13 GMT+05:30 2018,1535207132834,Sat Aug 25 19:55:32 GMT+05:30 2018,619219,10 min
wasting time ,Wasted Time,1535207132834,Sat Aug 25 19:55:32 GMT+05:30 2018,1535207492834,Sat Aug 25 20:01:32 GMT+05:30 2018,360000,6 min
Eating,Eating,1535207492834,Sat Aug 25 20:01:32 GMT+05:30 2018,1535209172834,Sat Aug 25 20:29:32 GMT+05:30 2018,1680000,28 min
Commute,Transport,1535209172834,Sat Aug 25 20:29:32 GMT+05:30 2018,1535209352834,Sat Aug 25 20:32:32 GMT+05:30 2018,180000,3 min
other personal tasks,Personal Tasks,1535209352834,Sat Aug 25 20:32:32 GMT+05:30 2018,1535209929499,Sat Aug 25 20:42:09 GMT+05:30 2018,576665,9 min
qns,studying,1535209929499,Sat Aug 25 20:42:09 GMT+05:30 2018,1535211849499,Sat Aug 25 21:14:09 GMT+05:30 2018,1920000,32 min
wasting time ,Wasted Time,1535211849499,Sat Aug 25 21:14:09 GMT+05:30 2018,1535212500363,Sat Aug 25 21:25:00 GMT+05:30 2018,650864,10 min
understanding,studying,1535212500363,Sat Aug 25 21:25:00 GMT+05:30 2018,1535213162957,Sat Aug 25 21:36:02 GMT+05:30 2018,662594,11 min
qns,studying,1535213162957,Sat Aug 25 21:36:02 GMT+05:30 2018,1535214973555,Sat Aug 25 22:06:13 GMT+05:30 2018,1810598,30 min
wasting time ,Wasted Time,1535214973555,Sat Aug 25 22:06:13 GMT+05:30 2018,1535215273555,Sat Aug 25 22:11:13 GMT+05:30 2018,300000,5 min
WSWS,Wasted Time,1535215273555,Sat Aug 25 22:11:13 GMT+05:30 2018,1535216497581,Sat Aug 25 22:31:37 GMT+05:30 2018,1224026,20 min
understanding,studying,1535216497581,Sat Aug 25 22:31:37 GMT+05:30 2018,1535217757581,Sat Aug 25 22:52:37 GMT+05:30 2018,1260000,21 min
qns,studying,1535217757581,Sat Aug 25 22:52:37 GMT+05:30 2018,1535219351475,Sat Aug 25 23:19:11 GMT+05:30 2018,1593894,26 min
Break,Health,1535219351475,Sat Aug 25 23:19:11 GMT+05:30 2018,1535220037672,Sat Aug 25 23:30:37 GMT+05:30 2018,686197,11 min
qns,studying,1535220037672,Sat Aug 25 23:30:37 GMT+05:30 2018,1535222437660,Sun Aug 26 00:10:37 GMT+05:30 2018,2399988,39 min
wasting time ,Wasted Time,1535222437660,Sun Aug 26 00:10:37 GMT+05:30 2018,1535222737660,Sun Aug 26 00:15:37 GMT+05:30 2018,300000,5 min
qns,studying,1535222737660,Sun Aug 26 00:15:37 GMT+05:30 2018,1535223637660,Sun Aug 26 00:30:37 GMT+05:30 2018,900000,15 min
wasting time ,Wasted Time,1535223637660,Sun Aug 26 00:30:37 GMT+05:30 2018,1535223930605,Sun Aug 26 00:35:30 GMT+05:30 2018,292945,4 min
wasting time ,Wasted Time,1535223930605,Sun Aug 26 00:35:30 GMT+05:30 2018,1535224110605,Sun Aug 26 00:38:30 GMT+05:30 2018,180000,3 min
qns,studying,1535224110605,Sun Aug 26 00:38:30 GMT+05:30 2018,1535224583503,Sun Aug 26 00:46:23 GMT+05:30 2018,472898,7 min
qns,studying,1535224583503,Sun Aug 26 00:46:23 GMT+05:30 2018,1535227334970,Sun Aug 26 01:32:14 GMT+05:30 2018,2751467,45 min
wasting time ,Wasted Time,1535227334970,Sun Aug 26 01:32:14 GMT+05:30 2018,1535227934970,Sun Aug 26 01:42:14 GMT+05:30 2018,600000,10 min
Sleep,Rest,1535227934970,Sun Aug 26 01:42:14 GMT+05:30 2018,1535248836144,Sun Aug 26 07:30:36 GMT+05:30 2018,20901174,5 h 48 min
morning routine,Chores,1535248836144,Sun Aug 26 07:30:36 GMT+05:30 2018,1535249736144,Sun Aug 26 07:45:36 GMT+05:30 2018,900000,15 min
planning,Personal Tasks,1535249736144,Sun Aug 26 07:45:36 GMT+05:30 2018,1535250439138,Sun Aug 26 07:57:19 GMT+05:30 2018,702994,11 min
qns,studying,1535250439138,Sun Aug 26 07:57:19 GMT+05:30 2018,1535253019138,Sun Aug 26 08:40:19 GMT+05:30 2018,2580000,43 min
other personal tasks,Personal Tasks,1535253019138,Sun Aug 26 08:40:19 GMT+05:30 2018,1535253379138,Sun Aug 26 08:46:19 GMT+05:30 2018,360000,6 min
wasting time ,Wasted Time,1535253379138,Sun Aug 26 08:46:19 GMT+05:30 2018,1535254067632,Sun Aug 26 08:57:47 GMT+05:30 2018,688494,11 min
Eating,Eating,1535254067632,Sun Aug 26 08:57:47 GMT+05:30 2018,1535255267632,Sun Aug 26 09:17:47 GMT+05:30 2018,1200000,20 min
internet time waste,Wasted Time,1535255267632,Sun Aug 26 09:17:47 GMT+05:30 2018,1535256167632,Sun Aug 26 09:32:47 GMT+05:30 2018,900000,15 min
wasting time ,Wasted Time,1535256167632,Sun Aug 26 09:32:47 GMT+05:30 2018,1535257487632,Sun Aug 26 09:54:47 GMT+05:30 2018,1320000,22 min
other personal tasks,Personal Tasks,1535257487632,Sun Aug 26 09:54:47 GMT+05:30 2018,1535258842886,Sun Aug 26 10:17:22 GMT+05:30 2018,1355254,22 min
Commute,Transport,1535258842886,Sun Aug 26 10:17:22 GMT+05:30 2018,1535258938621,Sun Aug 26 10:18:58 GMT+05:30 2018,95735,1 min
wasting time ,Wasted Time,1535258938621,Sun Aug 26 10:18:58 GMT+05:30 2018,1535260308705,Sun Aug 26 10:41:48 GMT+05:30 2018,1370084,22 min
qns,studying,1535260308705,Sun Aug 26 10:41:48 GMT+05:30 2018,1535260788705,Sun Aug 26 10:49:48 GMT+05:30 2018,480000,8 min
understanding,studying,1535260788705,Sun Aug 26 10:49:48 GMT+05:30 2018,1535261173072,Sun Aug 26 10:56:13 GMT+05:30 2018,384367,6 min
internet time waste,Wasted Time,1535261173072,Sun Aug 26 10:56:13 GMT+05:30 2018,1535261946351,Sun Aug 26 11:09:06 GMT+05:30 2018,773279,12 min
holiday,Entertainment,1535261946351,Sun Aug 26 11:09:06 GMT+05:30 2018,1535271185874,Sun Aug 26 13:43:05 GMT+05:30 2018,9239523,2 h 33 min
Commute,Transport,1535271185874,Sun Aug 26 13:43:05 GMT+05:30 2018,1535271425874,Sun Aug 26 13:47:05 GMT+05:30 2018,240000,4 min
other personal tasks,Personal Tasks,1535271425874,Sun Aug 26 13:47:05 GMT+05:30 2018,1535271988576,Sun Aug 26 13:56:28 GMT+05:30 2018,562702,9 min
qns,studying,1535271988576,Sun Aug 26 13:56:28 GMT+05:30 2018,1535274210446,Sun Aug 26 14:33:30 GMT+05:30 2018,2221870,37 min
holiday,Entertainment,1535274210446,Sun Aug 26 14:33:30 GMT+05:30 2018,1535275050446,Sun Aug 26 14:47:30 GMT+05:30 2018,840000,14 min
internet time waste,Wasted Time,1535275050446,Sun Aug 26 14:47:30 GMT+05:30 2018,1535278412876,Sun Aug 26 15:43:32 GMT+05:30 2018,3362430,56 min
sleeping in the day,Rest,1535278412876,Sun Aug 26 15:43:32 GMT+05:30 2018,1535289218778,Sun Aug 26 18:43:38 GMT+05:30 2018,10805902,3 h 
internet time waste,Wasted Time,1535289218778,Sun Aug 26 18:43:38 GMT+05:30 2018,1535291310867,Sun Aug 26 19:18:30 GMT+05:30 2018,2092089,34 min
motivation,Health,1535291310867,Sun Aug 26 19:18:30 GMT+05:30 2018,1535291670867,Sun Aug 26 19:24:30 GMT+05:30 2018,360000,6 min
internet time waste,Wasted Time,1535291670867,Sun Aug 26 19:24:30 GMT+05:30 2018,1535292433997,Sun Aug 26 19:37:13 GMT+05:30 2018,763130,12 min
Break,Health,1535292433997,Sun Aug 26 19:37:13 GMT+05:30 2018,1535292746812,Sun Aug 26 19:42:26 GMT+05:30 2018,312815,5 min
other personal tasks,Personal Tasks,1535292746812,Sun Aug 26 19:42:26 GMT+05:30 2018,1535294088638,Sun Aug 26 20:04:48 GMT+05:30 2018,1341826,22 min
Eating,Eating,1535294088638,Sun Aug 26 20:04:48 GMT+05:30 2018,1535296188638,Sun Aug 26 20:39:48 GMT+05:30 2018,2100000,35 min
wasting time ,Wasted Time,1535296188638,Sun Aug 26 20:39:48 GMT+05:30 2018,1535296668638,Sun Aug 26 20:47:48 GMT+05:30 2018,480000,8 min
internet time waste,Wasted Time,1535296668638,Sun Aug 26 20:47:48 GMT+05:30 2018,1535299713507,Sun Aug 26 21:38:33 GMT+05:30 2018,3044869,50 min
motivation,Health,1535299713507,Sun Aug 26 21:38:33 GMT+05:30 2018,1535300638533,Sun Aug 26 21:53:58 GMT+05:30 2018,925026,15 min
qns,studying,1535300638533,Sun Aug 26 21:53:58 GMT+05:30 2018,1535305868815,Sun Aug 26 23:21:08 GMT+05:30 2018,5230282,1 h 27 min
Break,Health,1535305868815,Sun Aug 26 23:21:08 GMT+05:30 2018,1535306477282,Sun Aug 26 23:31:17 GMT+05:30 2018,608467,10 min
internet time waste,Wasted Time,1535306477282,Sun Aug 26 23:31:17 GMT+05:30 2018,1535311396149,Mon Aug 27 00:53:16 GMT+05:30 2018,4918867,1 h 21 min
understanding,studying,1535311396149,Mon Aug 27 00:53:16 GMT+05:30 2018,1535313027988,Mon Aug 27 01:20:27 GMT+05:30 2018,1631839,27 min
internet time waste,Wasted Time,1535313027988,Mon Aug 27 01:20:27 GMT+05:30 2018,1535316463766,Mon Aug 27 02:17:43 GMT+05:30 2018,3435778,57 min
Sleep,Rest,1535316463766,Mon Aug 27 02:17:43 GMT+05:30 2018,1535342778759,Mon Aug 27 09:36:18 GMT+05:30 2018,26314993,7 h 18 min
Eating,Eating,1535342778759,Mon Aug 27 09:36:18 GMT+05:30 2018,1535344424108,Mon Aug 27 10:03:44 GMT+05:30 2018,1645349,27 min
wasting time ,Wasted Time,1535344424108,Mon Aug 27 10:03:44 GMT+05:30 2018,1535344825427,Mon Aug 27 10:10:25 GMT+05:30 2018,401319,6 min
Commute,Transport,1535344825427,Mon Aug 27 10:10:25 GMT+05:30 2018,1535345005427,Mon Aug 27 10:13:25 GMT+05:30 2018,180000,3 min
internet time waste,Wasted Time,1535345005427,Mon Aug 27 10:13:25 GMT+05:30 2018,1535347081489,Mon Aug 27 10:48:01 GMT+05:30 2018,2076062,34 min
qns,studying,1535347081489,Mon Aug 27 10:48:01 GMT+05:30 2018,1535358317697,Mon Aug 27 13:55:17 GMT+05:30 2018,11236208,3 h 7 min
morning routine,Chores,1535358317697,Mon Aug 27 13:55:17 GMT+05:30 2018,1535359441774,Mon Aug 27 14:14:01 GMT+05:30 2018,1124077,18 min
Eating,Eating,1535359441774,Mon Aug 27 14:14:01 GMT+05:30 2018,1535360302874,Mon Aug 27 14:28:22 GMT+05:30 2018,861100,14 min
classes,Work,1535360302874,Mon Aug 27 14:28:22 GMT+05:30 2018,1535376895411,Mon Aug 27 19:04:55 GMT+05:30 2018,16592537,4 h 36 min
Commute,Transport,1535376895411,Mon Aug 27 19:04:55 GMT+05:30 2018,1535377975411,Mon Aug 27 19:22:55 GMT+05:30 2018,1080000,18 min
other personal tasks,Personal Tasks,1535377975411,Mon Aug 27 19:22:55 GMT+05:30 2018,1535378219897,Mon Aug 27 19:26:59 GMT+05:30 2018,244486,4 min
internet time waste,Wasted Time,1535378219897,Mon Aug 27 19:26:59 GMT+05:30 2018,1535380178443,Mon Aug 27 19:59:38 GMT+05:30 2018,1958546,32 min
Eating,Eating,1535380178443,Mon Aug 27 19:59:38 GMT+05:30 2018,1535382025219,Mon Aug 27 20:30:25 GMT+05:30 2018,1846776,30 min
internet time waste,Wasted Time,1535382025219,Mon Aug 27 20:30:25 GMT+05:30 2018,1535383034005,Mon Aug 27 20:47:14 GMT+05:30 2018,1008786,16 min
planning,Personal Tasks,1535383034005,Mon Aug 27 20:47:14 GMT+05:30 2018,1535383194525,Mon Aug 27 20:49:54 GMT+05:30 2018,160520,2 min
qns,studying,1535383194525,Mon Aug 27 20:49:54 GMT+05:30 2018,1535383734525,Mon Aug 27 20:58:54 GMT+05:30 2018,540000,9 min
planning,Personal Tasks,1535383734525,Mon Aug 27 20:58:54 GMT+05:30 2018,1535384694525,Mon Aug 27 21:14:54 GMT+05:30 2018,960000,16 min
wasting time ,Wasted Time,1535384694525,Mon Aug 27 21:14:54 GMT+05:30 2018,1535385405645,Mon Aug 27 21:26:45 GMT+05:30 2018,711120,11 min
planning,Personal Tasks,1535385405645,Mon Aug 27 21:26:45 GMT+05:30 2018,1535385585645,Mon Aug 27 21:29:45 GMT+05:30 2018,180000,3 min
wasting time ,Wasted Time,1535385585645,Mon Aug 27 21:29:45 GMT+05:30 2018,1535385645761,Mon Aug 27 21:30:45 GMT+05:30 2018,60116,1 min
qns,studying,1535385645761,Mon Aug 27 21:30:45 GMT+05:30 2018,1535388487564,Mon Aug 27 22:18:07 GMT+05:30 2018,2841803,47 min
internet time waste,Wasted Time,1535388487564,Mon Aug 27 22:18:07 GMT+05:30 2018,1535388756796,Mon Aug 27 22:22:36 GMT+05:30 2018,269232,4 min
Break,Health,1535388756796,Mon Aug 27 22:22:36 GMT+05:30 2018,1535389056796,Mon Aug 27 22:27:36 GMT+05:30 2018,300000,5 min
planning,Personal Tasks,1535389056796,Mon Aug 27 22:27:36 GMT+05:30 2018,1535389476796,Mon Aug 27 22:34:36 GMT+05:30 2018,420000,7 min
other personal tasks,Personal Tasks,1535389476796,Mon Aug 27 22:34:36 GMT+05:30 2018,1535389838305,Mon Aug 27 22:40:38 GMT+05:30 2018,361509,6 min
qns,studying,1535389838305,Mon Aug 27 22:40:38 GMT+05:30 2018,1535390798305,Mon Aug 27 22:56:38 GMT+05:30 2018,960000,16 min
wasting time ,Wasted Time,1535390798305,Mon Aug 27 22:56:38 GMT+05:30 2018,1535391020293,Mon Aug 27 23:00:20 GMT+05:30 2018,221988,3 min
qns,studying,1535391020293,Mon Aug 27 23:00:20 GMT+05:30 2018,1535392160293,Mon Aug 27 23:19:20 GMT+05:30 2018,1140000,19 min
wasting time ,Wasted Time,1535392160293,Mon Aug 27 23:19:20 GMT+05:30 2018,1535392587912,Mon Aug 27 23:26:27 GMT+05:30 2018,427619,7 min
motivation,Health,1535392587912,Mon Aug 27 23:26:27 GMT+05:30 2018,1535393004464,Mon Aug 27 23:33:24 GMT+05:30 2018,416552,6 min
internet time waste,Wasted Time,1535393004464,Mon Aug 27 23:33:24 GMT+05:30 2018,1535395174552,Tue Aug 28 00:09:34 GMT+05:30 2018,2170088,36 min
qns,studying,1535395174552,Tue Aug 28 00:09:34 GMT+05:30 2018,1535398090901,Tue Aug 28 00:58:10 GMT+05:30 2018,2916349,48 min
other personal tasks,Personal Tasks,1535398090901,Tue Aug 28 00:58:10 GMT+05:30 2018,1535398330901,Tue Aug 28 01:02:10 GMT+05:30 2018,240000,4 min
qns,studying,1535398330901,Tue Aug 28 01:02:10 GMT+05:30 2018,1535401246728,Tue Aug 28 01:50:46 GMT+05:30 2018,2915827,48 min
internet time waste,Wasted Time,1535401246728,Tue Aug 28 01:50:46 GMT+05:30 2018,1535402394156,Tue Aug 28 02:09:54 GMT+05:30 2018,1147428,19 min
Sleep,Rest,1535402394156,Tue Aug 28 02:09:54 GMT+05:30 2018,1535421552992,Tue Aug 28 07:29:12 GMT+05:30 2018,19158836,5 h 19 min
morning routine,Chores,1535421552992,Tue Aug 28 07:29:12 GMT+05:30 2018,1535422512992,Tue Aug 28 07:45:12 GMT+05:30 2018,960000,16 min
Commute,Transport,1535422512992,Tue Aug 28 07:45:12 GMT+05:30 2018,1535423352992,Tue Aug 28 07:59:12 GMT+05:30 2018,840000,14 min
Eating,Eating,1535423352992,Tue Aug 28 07:59:12 GMT+05:30 2018,1535423510794,Tue Aug 28 08:01:50 GMT+05:30 2018,157802,2 min
Commute,Transport,1535423510794,Tue Aug 28 08:01:50 GMT+05:30 2018,1535424950794,Tue Aug 28 08:25:50 GMT+05:30 2018,1440000,24 min
classes,Work,1535424950794,Tue Aug 28 08:25:50 GMT+05:30 2018,1535443605853,Tue Aug 28 13:36:45 GMT+05:30 2018,18655059,5 h 10 min
other personal tasks,Personal Tasks,1535443605853,Tue Aug 28 13:36:45 GMT+05:30 2018,1535443746054,Tue Aug 28 13:39:06 GMT+05:30 2018,140201,2 min
planning,Personal Tasks,1535443746054,Tue Aug 28 13:39:06 GMT+05:30 2018,1535444103586,Tue Aug 28 13:45:03 GMT+05:30 2018,357532,5 min
Eating,Eating,1535444103586,Tue Aug 28 13:45:03 GMT+05:30 2018,1535446383586,Tue Aug 28 14:23:03 GMT+05:30 2018,2280000,38 min
wasting time ,Wasted Time,1535446383586,Tue Aug 28 14:23:03 GMT+05:30 2018,1535446981489,Tue Aug 28 14:33:01 GMT+05:30 2018,597903,9 min
sleeping in the day,Rest,1535446981489,Tue Aug 28 14:33:01 GMT+05:30 2018,1535452403781,Tue Aug 28 16:03:23 GMT+05:30 2018,5422292,1 h 30 min
Break,Health,1535452403781,Tue Aug 28 16:03:23 GMT+05:30 2018,1535453117054,Tue Aug 28 16:15:17 GMT+05:30 2018,713273,11 min
motivation,Health,1535453117054,Tue Aug 28 16:15:17 GMT+05:30 2018,1535454317054,Tue Aug 28 16:35:17 GMT+05:30 2018,1200000,20 min
internet time waste,Wasted Time,1535454317054,Tue Aug 28 16:35:17 GMT+05:30 2018,1535454725874,Tue Aug 28 16:42:05 GMT+05:30 2018,408820,6 min
qns,studying,1535454725874,Tue Aug 28 16:42:05 GMT+05:30 2018,1535458239781,Tue Aug 28 17:40:39 GMT+05:30 2018,3513907,58 min
internet time waste,Wasted Time,1535458239781,Tue Aug 28 17:40:39 GMT+05:30 2018,1535458779781,Tue Aug 28 17:49:39 GMT+05:30 2018,540000,9 min
Break,Health,1535458779781,Tue Aug 28 17:49:39 GMT+05:30 2018,1535459095264,Tue Aug 28 17:54:55 GMT+05:30 2018,315483,5 min
motivation,Health,1535459095264,Tue Aug 28 17:54:55 GMT+05:30 2018,1535460084485,Tue Aug 28 18:11:24 GMT+05:30 2018,989221,16 min
qns,studying,1535460084485,Tue Aug 28 18:11:24 GMT+05:30 2018,1535463567413,Tue Aug 28 19:09:27 GMT+05:30 2018,3482928,58 min
internet time waste,Wasted Time,1535463567413,Tue Aug 28 19:09:27 GMT+05:30 2018,1535463758256,Tue Aug 28 19:12:38 GMT+05:30 2018,190843,3 min
planning,Personal Tasks,1535463758256,Tue Aug 28 19:12:38 GMT+05:30 2018,1535464058256,Tue Aug 28 19:17:38 GMT+05:30 2018,300000,5 min
internet time waste,Wasted Time,1535464058256,Tue Aug 28 19:17:38 GMT+05:30 2018,1535464996337,Tue Aug 28 19:33:16 GMT+05:30 2018,938081,15 min
qns,studying,1535464996337,Tue Aug 28 19:33:16 GMT+05:30 2018,1535466737028,Tue Aug 28 20:02:17 GMT+05:30 2018,1740691,29 min
holiday,Entertainment,1535466737028,Tue Aug 28 20:02:17 GMT+05:30 2018,1535466869993,Tue Aug 28 20:04:29 GMT+05:30 2018,132965,2 min
Eating,Eating,1535466869993,Tue Aug 28 20:04:29 GMT+05:30 2018,1535468708994,Tue Aug 28 20:35:08 GMT+05:30 2018,1839001,30 min
other personal tasks,Personal Tasks,1535468708994,Tue Aug 28 20:35:08 GMT+05:30 2018,1535469608994,Tue Aug 28 20:50:08 GMT+05:30 2018,900000,15 min
internet time waste,Wasted Time,1535469608994,Tue Aug 28 20:50:08 GMT+05:30 2018,1535469908994,Tue Aug 28 20:55:08 GMT+05:30 2018,300000,5 min
Break,Health,1535469908994,Tue Aug 28 20:55:08 GMT+05:30 2018,1535470229834,Tue Aug 28 21:00:29 GMT+05:30 2018,320840,5 min
qns,studying,1535470229834,Tue Aug 28 21:00:29 GMT+05:30 2018,1535473819068,Tue Aug 28 22:00:19 GMT+05:30 2018,3589234,59 min
